29-Jun,,,,,,,,,0,v,,,,,0,n,,,0,n,0,v,,0,0,n,,,0,v,,,,,,,,,,,,,,,,,1,s,6,v,0,0,0,v,,,0,v,,,0,v,0,v
30-Jun,,,,,,,,,0,v,,,,,0,n,0,v,0,n,0,v,,0,0,n,0,v,0,v,0,v,,,0,v,,,,,,,,,0,v,2,s,33,v,0,0,0,v,,,0,v,,,0,v,0,v
1-Jul,0,v,,,,,,,0,v,,,,,0,n,0,v,0,n,6,v,,0,0,n,0,0,0,v,0,v,,,0,v,,,,,,,,,0,v,1,s,15,v,0,0,0,v,,,0,v,,,0,v,0,v
2-Jul,0,v,,,,,,,0,v,,,0,v,0,n,0,v,0,n,0,v,,0,0,0,0,v,6,v,0,v,,,0,v,,,,,,,,,0,v,2,s,21,v,0,0,0,v,,,0,v,0,v,0,v,0,v
3-Jul,0,v,,,,,,,0,v,9,v,0,v,0,n,0,v,0,n,0,v,,0,0,0,0,v,12,v,0,0,,,0,v,,,,,,,,,1,s,2,s,18,v,0,0,3,v,,,0,v,0,v,0,v,0,v
4-Jul,0,v,,,,,,,0,v,63,v,0,v,0,n,0,v,0,0,0,v,0,v,0,0,0,0,24,v,0,v,,,0,v,,,,,,,,,4,s,3,s,,0,0,0,0,v,,,0,v,0,v,0,v,,0
5-Jul,0,v,,,,,,,0,v,0,v,0,v,0,n,0,v,,0,0,v,12,v,0,0,0,0,0,v,0,v,0,v,0,v,,,0,v,,,,,9,s,5,s,,0,0,0,0,v,,,0,v,0,v,0,v,0,v
6-Jul,11,v,,,,,,,0,v,0,v,0,v,0,n,0,v,,0,0,v,18,v,0,0,0,v,0,v,12,v,6,v,0,v,,,0,v,,,,,16,s,7,s,,0,0,0,15,v,,,0,v,9,v,0,v,,0
7-Jul,9,v,,,,,,,6,v,0,v,0,v,0,n,0,v,,0,6,v,12,v,0,0,6,v,0,v,6,v,21,v,0,v,,,0,v,,,,,44,s,14,s,0,v,0,0,21,v,0,s,6,v,3,v,9,v,,0
8-Jul,6,v,0,v,,,756,n,18,v,0,v,0,v,0,n,0,0,,0,6,v,27,v,0,0,0,0,12,v,18,v,9,v,0,v,,,3,v,0,v,,,0,v,49,s,,0,0,0,3,v,19,s,0,v,12,v,3,v,,0
9-Jul,0,v,0,v,,,216,n,0,v,6,0,0,v,0,n,0,0,,0,0,v,36,v,0,0,,0,24,v,0,v,9,v,0,v,,,0,v,0,v,,,0,v,78,s,,0,0,0,3,v,0,s,6,v,9,v,-6,v,,0
10-Jul,9,v,0,v,18,n,894,n,24,v,14,0,0,v,0,n,0,v,,0,6,v,12,v,0,0,,0,6,v,3,v,9,v,0,v,,,0,v,0,v,0,s,0,v,177,s,,0,0,0,0,v,3,s,18,v,0,v,20,v,,0
11-Jul,105,v,36,v,30,n,540,n,66,v,18,v,0,v,,0,0,v,,0,30,v,72,v,0,0,,0,18,v,9,v,0,v,0,v,,,0,v,0,v,0,s,0,v,202,s,,0,0,0,6,v,3,s,24,v,6,v,6,v,,0
12-Jul,72,v,32,v,68,n,,0,0,v,24,v,0,v,,0,0,v,,0,48,v,162,v,0,0,0,0,12,v,87,v,3,v,0,v,,,24,v,0,v,0,s,123,v,209,s,,0,0,0,9,v,41,s,9,v,6,v,3,v,,0
13-Jul,158,v,63,v,111,n,,0,54,v,24,v,0,v,,0,0,v,,0,60,v,330,v,0,0,58,0,36,v,57,v,30,v,0,v,,,21,v,0,v,7,s,257,v,361,s,,0,0,0,3,v,39,s,0,v,34,v,18,v,,0
14-Jul,84,v,45,v,222,n,,0,6,v,18,v,0,v,,0,0,v,,0,24,v,450,v,0,0,33,v,6,v,12,v,36,v,0,v,,,9,v,0,v,40,s,249,v,460,s,,0,0,0,9,v,5,s,48,v,15,v,0,v,,0
15-Jul,90,v,131,v,50,n,324,n,45,v,33,0,0,v,,0,0,0,18,0,144,v,474,v,6,0,104,v,24,v,15,v,81,v,0,v,0,0,9,v,0,v,58,s,177,v,299,s,,0,0,0,12,v,12,s,6,v,6,v,12,v,,0
16-Jul,149,v,81,v,120,0,312,n,300,v,48,v,0,v,,0,0,v,100,0,,0,234,v,111,0,174,v,54,v,9,v,63,v,9,v,0,0,44,v,102,v,40,s,276,v,532,s,,0,0,0,12,v,24,s,6,v,6,v,3,v,,0
17-Jul,90,v,129,v,103,0,150,n,318,v,54,v,0,v,14,n,36,v,18,n,,0,369,v,117,n,228,v,120,v,12,v,120,v,15,v,0,0,12,v,183,v,26,s,267,v,346,s,,0,0,0,18,v,21,s,18,v,6,v,27,v,,0
18-Jul,33,v,333,v,64,0,600,n,144,v,27,0,0,v,27,n,108,v,42,n,,0,444,v,78,n,354,v,114,v,12,v,39,v,42,v,0,0,60,v,204,v,51,s,285,v,187,s,,0,0,0,12,v,20,s,18,v,0,v,0,v,,0
19-Jul,113,v,207,v,95,n,1062,n,138,v,0,v,18,v,18,n,126,v,90,n,,0,456,v,0,n,972,v,84,v,0,v,194,v,129,v,0,0,30,v,306,v,226,s,92,v,374,0,738,v,0,0,6,v,24,s,15,v,6,v,9,v,,0
20-Jul,90,v,435,v,45,n,873,n,246,v,144,v,30,v,72,n,195,v,108,0,,0,63,v,0,0,720,v,210,v,102,v,153,v,73,0,3,0,126,v,552,v,380,s,160,v,360,0,774,v,0,0,39,v,12,s,36,v,7,v,10,v,,0
21-Jul,255,v,222,v,66,n,408,n,390,v,144,v,48,v,36,n,207,v,189,0,,0,276,v,0,0,1578,v,180,v,54,v,144,v,16,v,0,0,0,0,527,v,389,s,105,s,347,0,1384,v,0,0,45,v,61,s,12,v,0,v,-21,v,,0
22-Jul,426,v,275,v,176,n,390,n,414,v,90,v,32,v,54,n,360,v,,0,,0,366,v,72,0,2244,v,84,v,60,0,365,v,108,v,6,0,0,0,640,0,924,s,188,s,318,0,972,v,0,0,3,v,33,s,15,v,17,v,22,v,,0
23-Jul,462,v,1211,v,204,n,783,n,672,v,90,v,108,v,48,n,351,v,,0,45,v,360,v,57,0,1740,v,102,v,60,0,312,v,117,v,12,0,0,0,713,0,824,s,210,s,301,0,995,v,99,v,21,v,41,s,33,v,21,v,14,v,15,v
24-Jul,396,v,549,v,167,n,954,n,684,v,48,v,474,v,81,n,396,v,168,n,18,v,872,v,136,0,2178,v,18,v,23,v,297,v,300,v,6,0,0,0,842,v,752,s,297,s,273,0,880,v,147,v,9,v,,,24,v,14,v,6,v,6,v
25-Jul,167,v,473,v,57,n,1308,n,378,v,104,0,366,v,54,n,477,v,288,n,84,v,1410,v,167,0,2700,v,130,0,102,v,537,v,255,v,150,0,0,0,771,v,737,s,406,s,244,0,736,v,102,v,33,v,,,9,v,9,v,15,v,6,v
26-Jul,320,v,657,v,216,n,1068,n,315,v,137,0,435,v,25,n,1242,v,,,96,v,1092,v,798,n,2448,v,246,0,195,v,837,v,474,v,117,0,227,0,1200,v,1199,s,235,v,220,0,762,v,192,v,140,v,,,21,v,0,v,26,v,14,v
27-Jul,270,v,576,v,444,n,1014,n,522,v,163,0,244,v,306,n,780,v,,,,,1284,v,468,n,2106,v,270,v,192,v,1185,v,384,v,39,0,348,v,969,v,1119,s,464,v,194,0,542,v,237,v,84,v,,,9,v,5,v,23,v,42,v
28-Jul,315,v,24,v,405,n,1158,n,540,v,221,0,287,0,198,n,405,v,,,,,1556,v,726,n,2046,v,453,v,260,v,2268,v,456,v,,,381,v,1488,v,1064,s,726,s,172,0,1798,v,248,v,129,v,,,3,v,30,v,33,v,23,v
29-Jul,153,v,30,v,393,n,,,1062,v,150,v,320,0,438,n,90,v,,,,,1326,v,570,n,2694,v,132,v,,,1053,v,912,v,,,258,v,1887,v,1406,s,329,s,150,0,828,v,189,v,195,v,,,9,v,6,v,26,v,,
30-Jul,180,v,36,v,465,n,,,916,v,312,v,183,v,264,n,,,,,,,1236,v,2394,n,2232,v,174,v,,,1242,v,651,v,,,555,v,2349,v,1346,s,356,s,128,0,1233,v,537,v,327,v,,,3,v,62,v,27,v,,
31-Jul,144,v,135,v,,,,,660,v,222,v,534,v,153,n,,,,,,,1116,v,1785,n,1542,v,372,v,,,1428,v,480,v,,,510,v,2307,v,1370,s,412,s,110,0,1287,v,1245,v,147,v,,,12,v,180,v,33,v,,
1-Aug,221,v,308,v,,,,,396,v,378,v,714,v,222,n,,,,,,,1098,v,1350,n,2232,v,612,v,,,555,v,879,v,,,624,v,1446,v,1141,s,536,s,96,0,1512,v,1473,v,576,v,,,30,v,80,v,14,v,,
2-Aug,185,v,308,v,,,,,468,v,384,v,558,v,126,n,,,,,,,,,2142,n,2118,v,462,v,,,576,v,656,v,,,1101,v,1800,v,197,s,467,s,82,0,850,v,695,v,543,s,,,21,v,86,v,46,v,,
3-Aug,108,v,482,v,,,,,657,v,372,v,468,v,84,n,,,,,,,,,2970,n,1920,v,564,v,,,936,v,540,v,,,714,v,1383,v,,,481,s,72,0,,,929,v,137,0,,,21,v,90,v,45,v,,
4-Aug,239,v,351,v,,,,,,,606,v,1092,v,138,n,,,,,,,,,2928,n,1488,v,438,v,,,1293,v,321,v,,,783,v,1704,v,,,511,s,63,0,,,1879,v,149,0,,,36,v,85,v,9,v,,
5-Aug,351,v,243,v,,,,,,,510,v,528,v,312,n,,,,,,,,,,,936,v,,,,,789,v,381,v,,,1044,v,,,,,483,s,53,0,,,1116,v,147,0,,,27,v,106,v,30,v,,
6-Aug,240,v,671,v,,,,,,,354,v,901,v,153,n,,,,,,,,,,,258,v,,,,,816,v,129,v,,,,,,,,,454,s,,,,,,,153,0,,,41,v,,,50,v,,
7-Aug,36,v,171,v,,,,,,,222,v,852,v,30,n,,,,,,,,,,,,,,,,,741,v,234,v,,,,,,,,,,,,,,,,,146,0,,,23,v,,,96,v,,
8-Aug,,,90,v,,,,,,,444,v,972,v,132,n,,,,,,,,,,,,,,,,,369,v,,,,,,,,,,,,,,,,,,,135,0,,,18,v,,,15,v,,
9-Aug,,,711,v,,,,,,,468,v,,,120,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,0,,,,,,,66,v,,
10-Aug,,,509,v,,,,,,,,,,,156,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,0,,,,,,,51,v,,
11-Aug,,,306,v,,,,,,,,,,,188,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,v,,
12-Aug,,,158,v,,,,,,,,,,,66,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
