Sex ,Length ,year,river,species
female,935,1988,Chena,Chinook
female,900,1988,Chena,Chinook
male,745,1988,Chena,Chinook
female,890,1988,Chena,Chinook
female,805,1988,Chena,Chinook
male,650,1988,Chena,Chinook
male,760,1988,Chena,Chinook
male,685,1988,Chena,Chinook
male,815,1988,Chena,Chinook
female,975,1988,Chena,Chinook
female,860,1988,Chena,Chinook
male,550,1988,Chena,Chinook
male,720,1988,Chena,Chinook
male,735,1988,Chena,Chinook
male,590,1988,Chena,Chinook
male,605,1988,Chena,Chinook
male,565,1988,Chena,Chinook
male,650,1988,Chena,Chinook
male,740,1988,Chena,Chinook
male,700,1988,Chena,Chinook
male,695,1988,Chena,Chinook
female,960,1988,Chena,Chinook
female,925,1988,Chena,Chinook
female,845,1988,Chena,Chinook
female,850,1988,Chena,Chinook
female,890,1988,Chena,Chinook
female,905,1988,Chena,Chinook
female,870,1988,Chena,Chinook
female,800,1988,Chena,Chinook
female,845,1988,Chena,Chinook
female,950,1988,Chena,Chinook
male,865,1988,Chena,Chinook
male,940,1988,Chena,Chinook
male,995,1988,Chena,Chinook
male,730,1988,Chena,Chinook
male,560,1988,Chena,Chinook
male,660,1988,Chena,Chinook
male,455,1988,Chena,Chinook
male,605,1988,Chena,Chinook
male,725,1988,Chena,Chinook
male,590,1988,Chena,Chinook
male,995,1988,Chena,Chinook
male,985,1988,Chena,Chinook
male,775,1988,Chena,Chinook
male,665,1988,Chena,Chinook
male,750,1988,Chena,Chinook
male,525,1988,Chena,Chinook
male,755,1988,Chena,Chinook
male,720,1988,Chena,Chinook
male,690,1988,Chena,Chinook
male,810,1988,Chena,Chinook
female,885,1988,Chena,Chinook
female,820,1988,Chena,Chinook
female,950,1988,Chena,Chinook
female,840,1988,Chena,Chinook
female,930,1988,Chena,Chinook
male,690,1988,Chena,Chinook
female,805,1988,Chena,Chinook
female,870,1988,Chena,Chinook
female,840,1988,Chena,Chinook
female,1010,1988,Chena,Chinook
male,820,1988,Chena,Chinook
male,995,1988,Chena,Chinook
male,900,1988,Chena,Chinook
male,565,1988,Chena,Chinook
male,865,1988,Chena,Chinook
male,570,1988,Chena,Chinook
female,820,1988,Chena,Chinook
female,885,1988,Chena,Chinook
female,895,1988,Chena,Chinook
female,900,1988,Chena,Chinook
male,1020,1988,Chena,Chinook
female,920,1988,Chena,Chinook
male,575,1988,Chena,Chinook
male,620,1988,Chena,Chinook
male,720,1988,Chena,Chinook
male,780,1988,Chena,Chinook
female,870,1988,Chena,Chinook
male,790,1988,Chena,Chinook
male,800,1988,Chena,Chinook
male,920,1988,Chena,Chinook
female,850,1988,Chena,Chinook
female,840,1988,Chena,Chinook
female,960,1988,Chena,Chinook
female,890,1988,Chena,Chinook
female,840,1988,Chena,Chinook
female,790,1988,Chena,Chinook
female,765,1988,Chena,Chinook
male,565,1988,Chena,Chinook
male,850,1988,Chena,Chinook
male,580,1988,Chena,Chinook
female,980,1988,Chena,Chinook
female,875,1988,Chena,Chinook
female,770,1988,Chena,Chinook
male,540,1988,Chena,Chinook
male,780,1988,Chena,Chinook
male,585,1988,Chena,Chinook
male,765,1988,Chena,Chinook
female,825,1988,Chena,Chinook
male,810,1988,Chena,Chinook
female,900,1988,Chena,Chinook
male,565,1988,Chena,Chinook
male,935,1988,Chena,Chinook
female,,1988,Chena,Chinook
female,855,1988,Chena,Chinook
female,775,1988,Chena,Chinook
female,810,1988,Chena,Chinook
male,405,1988,Chena,Chinook
female,900,1988,Chena,Chinook
male,745,1988,Chena,Chinook
female,820,1988,Chena,Chinook
female,825,1988,Chena,Chinook
female,865,1988,Chena,Chinook
male,750,1988,Chena,Chinook
male,970,1988,Chena,Chinook
male,780,1988,Chena,Chinook
female,815,1988,Chena,Chinook
female,880,1988,Chena,Chinook
female,830,1988,Chena,Chinook
female,840,1988,Chena,Chinook
female,820,1988,Chena,Chinook
female,855,1988,Chena,Chinook
female,770,1988,Chena,Chinook
male,780,1988,Chena,Chinook
female,950,1988,Chena,Chinook
female,900,1988,Chena,Chinook
female,935,1988,Chena,Chinook
female,975,1988,Chena,Chinook
male,1010,1988,Chena,Chinook
female,975,1988,Chena,Chinook
female,820,1988,Chena,Chinook
male,825,1988,Chena,Chinook
male,1030,1988,Chena,Chinook
male,740,1988,Chena,Chinook
female,825,1988,Chena,Chinook
female,830,1988,Chena,Chinook
male,660,1988,Chena,Chinook
male,890,1988,Chena,Chinook
female,855,1988,Chena,Chinook
male,520,1988,Chena,Chinook
female,825,1988,Chena,Chinook
female,800,1988,Chena,Chinook
female,920,1988,Chena,Chinook
female,925,1988,Chena,Chinook
female,920,1988,Chena,Chinook
female,960,1988,Chena,Chinook
female,940,1988,Chena,Chinook
female,900,1988,Chena,Chinook
male,550,1988,Chena,Chinook
female,900,1988,Chena,Chinook
female,940,1988,Chena,Chinook
female,830,1988,Chena,Chinook
female,825,1988,Chena,Chinook
male,925,1988,Chena,Chinook
female,790,1988,Chena,Chinook
female,825,1988,Chena,Chinook
female,950,1988,Chena,Chinook
female,875,1988,Chena,Chinook
female,845,1988,Chena,Chinook
female,960,1988,Chena,Chinook
female,920,1988,Chena,Chinook
female,900,1988,Chena,Chinook
male,690,1988,Chena,Chinook
female,845,1988,Chena,Chinook
female,850,1988,Chena,Chinook
male,650,1988,Chena,Chinook
male,710,1988,Chena,Chinook
male,790,1988,Chena,Chinook
male,590,1988,Chena,Chinook
female,960,1988,Chena,Chinook
male,770,1988,Chena,Chinook
female,840,1988,Chena,Chinook
female,850,1988,Chena,Chinook
male,520,1988,Chena,Chinook
male,730,1988,Chena,Chinook
female,945,1988,Chena,Chinook
female,900,1988,Chena,Chinook
female,890,1988,Chena,Chinook
female,840,1988,Chena,Chinook
female,880,1988,Chena,Chinook
female,955,1988,Chena,Chinook
male,755,1988,Chena,Chinook
female,845,1988,Chena,Chinook
female,950,1988,Chena,Chinook
female,780,1988,Chena,Chinook
female,910,1988,Chena,Chinook
female,870,1988,Chena,Chinook
female,835,1988,Chena,Chinook
male,810,1988,Chena,Chinook
female,935,1988,Chena,Chinook
male,880,1988,Chena,Chinook
female,880,1988,Chena,Chinook
male,680,1988,Chena,Chinook
female,885,1988,Chena,Chinook
male,665,1988,Chena,Chinook
male,505,1988,Chena,Chinook
male,550,1988,Chena,Chinook
female,810,1988,Chena,Chinook
female,930,1988,Chena,Chinook
female,925,1988,Chena,Chinook
female,790,1988,Chena,Chinook
male,575,1988,Chena,Chinook
female,895,1988,Chena,Chinook
female,790,1988,Chena,Chinook
female,825,1988,Chena,Chinook
female,920,1988,Chena,Chinook
female,855,1988,Chena,Chinook
female,955,1988,Chena,Chinook
male,640,1988,Chena,Chinook
male,580,1988,Chena,Chinook
female,840,1988,Chena,Chinook
female,780,1988,Chena,Chinook
female,880,1988,Chena,Chinook
female,840,1988,Chena,Chinook
female,880,1988,Chena,Chinook
female,800,1988,Chena,Chinook
female,860,1988,Chena,Chinook
female,860,1988,Chena,Chinook
female,730,1988,Chena,Chinook
female,850,1988,Chena,Chinook
female,855,1988,Chena,Chinook
female,840,1988,Chena,Chinook
male,590,1988,Chena,Chinook
female,840,1988,Chena,Chinook
female,1010,1988,Chena,Chinook
female,800,1988,Chena,Chinook
female,830,1988,Chena,Chinook
male,900,1988,Chena,Chinook
female,900,1988,Chena,Chinook
female,750,1988,Chena,Chinook
female,930,1988,Chena,Chinook
female,760,1988,Chena,Chinook
female,810,1988,Chena,Chinook
female,800,1988,Chena,Chinook
female,870,1988,Chena,Chinook
male,510,1988,Chena,Chinook
female,815,1988,Chena,Chinook
female,975,1988,Chena,Chinook
female,885,1988,Chena,Chinook
female,830,1988,Chena,Chinook
female,770,1988,Chena,Chinook
female,870,1988,Chena,Chinook
female,800,1988,Chena,Chinook
female,965,1988,Chena,Chinook
female,945,1988,Chena,Chinook
female,940,1988,Chena,Chinook
female,890,1988,Chena,Chinook
male,945,1988,Chena,Chinook
male,950,1988,Chena,Chinook
female,915,1988,Chena,Chinook
female,930,1988,Chena,Chinook
female,850,1988,Chena,Chinook
female,860,1988,Chena,Chinook
female,930,1988,Chena,Chinook
female,855,1988,Chena,Chinook
male,765,1988,Chena,Chinook
female,900,1988,Chena,Chinook
male,905,1988,Chena,Chinook
female,875,1988,Chena,Chinook
female,865,1988,Chena,Chinook
female,860,1988,Chena,Chinook
male,550,1988,Chena,Chinook
female,890,1988,Chena,Chinook
female,885,1988,Chena,Chinook
male,755,1988,Chena,Chinook
male,755,1988,Chena,Chinook
female,830,1988,Chena,Chinook
female,1000,1988,Chena,Chinook
female,840,1988,Chena,Chinook
female,890,1988,Chena,Chinook
male,480,1988,Chena,Chinook
female,815,1988,Chena,Chinook
female,895,1988,Chena,Chinook
female,915,1988,Chena,Chinook
female,945,1988,Chena,Chinook
male,775,1988,Chena,Chinook
female,890,1988,Chena,Chinook
female,850,1988,Chena,Chinook
female,865,1988,Chena,Chinook
female,895,1988,Chena,Chinook
male,835,1988,Chena,Chinook
female,895,1988,Chena,Chinook
female,860,1988,Chena,Chinook
female,855,1988,Chena,Chinook
male,685,1988,Chena,Chinook
female,875,1988,Chena,Chinook
male,630,1988,Chena,Chinook
female,995,1988,Chena,Chinook
female,900,1988,Chena,Chinook
female,855,1988,Chena,Chinook
male,955,1988,Chena,Chinook
male,680,1988,Chena,Chinook
female,880,1988,Chena,Chinook
male,700,1988,Chena,Chinook
female,865,1988,Chena,Chinook
male,570,1988,Chena,Chinook
male,540,1988,Chena,Chinook
female,860,1988,Chena,Chinook
female,770,1988,Chena,Chinook
male,600,1988,Chena,Chinook
male,500,1988,Chena,Chinook
female,950,1988,Chena,Chinook
female,865,1988,Chena,Chinook
male,560,1988,Chena,Chinook
female,890,1988,Chena,Chinook
female,885,1988,Chena,Chinook
male,605,1988,Chena,Chinook
female,880,1988,Chena,Chinook
male,710,1988,Chena,Chinook
female,910,1988,Chena,Chinook
female,865,1988,Chena,Chinook
female,855,1988,Chena,Chinook
male,550,1988,Chena,Chinook
male,530,1988,Chena,Chinook
male,600,1988,Chena,Chinook
female,905,1988,Chena,Chinook
female,880,1988,Chena,Chinook
female,970,1988,Chena,Chinook
male,750,1988,Chena,Chinook
female,825,1988,Chena,Chinook
male,820,1988,Chena,Chinook
male,765,1988,Chena,Chinook
female,925,1988,Chena,Chinook
female,880,1988,Chena,Chinook
female,880,1988,Chena,Chinook
female,955,1988,Chena,Chinook
male,1000,1988,Chena,Chinook
female,870,1988,Chena,Chinook
female,870,1988,Chena,Chinook
male,555,1988,Chena,Chinook
female,790,1988,Chena,Chinook
female,860,1988,Chena,Chinook
male,810,1988,Chena,Chinook
female,875,1988,Chena,Chinook
male,820,1988,Chena,Chinook
female,825,1988,Chena,Chinook
male,515,1988,Chena,Chinook
male,760,1988,Chena,Chinook
male,770,1988,Chena,Chinook
female,990,1988,Chena,Chinook
female,800,1988,Chena,Chinook
male,780,1988,Chena,Chinook
female,940,1988,Chena,Chinook
male,780,1988,Chena,Chinook
male,540,1988,Chena,Chinook
female,885,1988,Chena,Chinook
female,830,1988,Chena,Chinook
male,715,1988,Chena,Chinook
male,560,1988,Chena,Chinook
male,660,1988,Chena,Chinook
male,715,1988,Chena,Chinook
female,815,1988,Chena,Chinook
male,635,1988,Chena,Chinook
female,895,1988,Chena,Chinook
female,800,1988,Chena,Chinook
female,900,1988,Chena,Chinook
male,755,1988,Chena,Chinook
male,575,1988,Chena,Chinook
female,985,1988,Chena,Chinook
male,655,1988,Chena,Chinook
female,790,1988,Chena,Chinook
female,935,1988,Chena,Chinook
female,915,1988,Chena,Chinook
male,770,1988,Chena,Chinook
female,900,1988,Chena,Chinook
male,715,1988,Chena,Chinook
female,855,1988,Chena,Chinook
male,560,1988,Chena,Chinook
male,480,1988,Chena,Chinook
male,510,1988,Chena,Chinook
male,635,1988,Chena,Chinook
female,975,1988,Chena,Chinook
female,885,1988,Chena,Chinook
male,970,1988,Chena,Chinook
female,830,1988,Chena,Chinook
male,755,1988,Chena,Chinook
male,635,1988,Chena,Chinook
female,760,1988,Chena,Chinook
female,815,1988,Chena,Chinook
male,720,1988,Chena,Chinook
female,670,1988,Chena,Chinook
male,530,1988,Chena,Chinook
female,820,1988,Chena,Chinook
female,880,1988,Chena,Chinook
female,725,1988,Chena,Chinook
female,820,1988,Chena,Chinook
female,860,1988,Chena,Chinook
male,1140,1988,Chena,Chinook
female,795,1988,Chena,Chinook
female,875,1988,Chena,Chinook
female,860,1988,Chena,Chinook
female,780,1988,Chena,Chinook
female,925,1988,Chena,Chinook
male,760,1988,Chena,Chinook
male,640,1988,Chena,Chinook
female,815,1988,Chena,Chinook
male,680,1988,Chena,Chinook
female,895,1988,Chena,Chinook
female,930,1988,Chena,Chinook
male,600,1988,Chena,Chinook
male,675,1988,Chena,Chinook
female,830,1988,Chena,Chinook
female,835,1988,Chena,Chinook
male,820,1988,Chena,Chinook
male,685,1988,Chena,Chinook
male,805,1988,Chena,Chinook
male,550,1988,Chena,Chinook
male,970,1988,Chena,Chinook
female,870,1988,Chena,Chinook
male,695,1988,Chena,Chinook
female,765,1988,Chena,Chinook
female,855,1988,Chena,Chinook
male,775,1988,Chena,Chinook
female,905,1988,Chena,Chinook
female,850,1988,Chena,Chinook
female,960,1988,Chena,Chinook
female,900,1988,Chena,Chinook
female,850,1988,Chena,Chinook
male,830,1988,Chena,Chinook
female,980,1988,Chena,Chinook
male,655,1988,Chena,Chinook
male,915,1988,Chena,Chinook
male,650,1988,Chena,Chinook
female,875,1988,Chena,Chinook
female,845,1988,Chena,Chinook
female,965,1988,Chena,Chinook
female,895,1988,Chena,Chinook
male,855,1988,Chena,Chinook
female,850,1988,Chena,Chinook
male,1000,1988,Chena,Chinook
female,905,1988,Chena,Chinook
female,875,1988,Chena,Chinook
female,845,1988,Chena,Chinook
female,975,1988,Chena,Chinook
female,875,1988,Chena,Chinook
male,825,1988,Chena,Chinook
female,935,1988,Chena,Chinook
male,685,1988,Chena,Chinook
male,745,1988,Chena,Chinook
female,745,1988,Chena,Chinook
female,920,1988,Chena,Chinook
male,1010,1988,Chena,Chinook
female,940,1988,Chena,Chinook
female,790,1988,Chena,Chinook
female,870,1988,Chena,Chinook
female,980,1988,Chena,Chinook
female,870,1988,Chena,Chinook
female,800,1988,Chena,Chinook
male,770,1988,Chena,Chinook
male,790,1988,Chena,Chinook
male,780,1988,Chena,Chinook
female,810,1988,Chena,Chinook
female,820,1988,Chena,Chinook
female,955,1988,Chena,Chinook
female,790,1988,Chena,Chinook
female,830,1988,Chena,Chinook
female,950,1988,Chena,Chinook
female,1050,1988,Chena,Chinook
male,710,1988,Chena,Chinook
male,865,1988,Chena,Chinook
female,760,1988,Chena,Chinook
female,935,1988,Chena,Chinook
male,685,1988,Chena,Chinook
female,840,1988,Chena,Chinook
female,835,1988,Chena,Chinook
male,820,1988,Chena,Chinook
male,685,1988,Chena,Chinook
male,620,1988,Chena,Chinook
female,890,1988,Chena,Chinook
female,875,1988,Chena,Chinook
female,845,1988,Chena,Chinook
female,790,1989,Chena,Chinook
female,810,1989,Chena,Chinook
female,820,1989,Chena,Chinook
female,850,1989,Chena,Chinook
female,860,1989,Chena,Chinook
female,870,1989,Chena,Chinook
female,890,1989,Chena,Chinook
female,900,1989,Chena,Chinook
female,920,1989,Chena,Chinook
female,930,1989,Chena,Chinook
female,960,1989,Chena,Chinook
female,980,1989,Chena,Chinook
male,570,1989,Chena,Chinook
male,590,1989,Chena,Chinook
male,670,1989,Chena,Chinook
male,680,1989,Chena,Chinook
male,690,1989,Chena,Chinook
male,710,1989,Chena,Chinook
male,720,1989,Chena,Chinook
male,730,1989,Chena,Chinook
male,740,1989,Chena,Chinook
male,750,1989,Chena,Chinook
male,770,1989,Chena,Chinook
male,780,1989,Chena,Chinook
male,790,1989,Chena,Chinook
male,830,1989,Chena,Chinook
male,920,1989,Chena,Chinook
male,960,1989,Chena,Chinook
female,710,1989,Chena,Chinook
female,800,1989,Chena,Chinook
female,820,1989,Chena,Chinook
female,840,1989,Chena,Chinook
female,850,1989,Chena,Chinook
female,860,1989,Chena,Chinook
female,870,1989,Chena,Chinook
female,880,1989,Chena,Chinook
female,890,1989,Chena,Chinook
female,895,1989,Chena,Chinook
female,910,1989,Chena,Chinook
female,920,1989,Chena,Chinook
female,925,1989,Chena,Chinook
female,930,1989,Chena,Chinook
female,940,1989,Chena,Chinook
female,950,1989,Chena,Chinook
female,970,1989,Chena,Chinook
female,980,1989,Chena,Chinook
male,480,1989,Chena,Chinook
male,490,1989,Chena,Chinook
male,600,1989,Chena,Chinook
male,610,1989,Chena,Chinook
male,635,1989,Chena,Chinook
male,640,1989,Chena,Chinook
male,650,1989,Chena,Chinook
male,660,1989,Chena,Chinook
male,670,1989,Chena,Chinook
male,680,1989,Chena,Chinook
male,690,1989,Chena,Chinook
male,700,1989,Chena,Chinook
male,710,1989,Chena,Chinook
male,720,1989,Chena,Chinook
male,725,1989,Chena,Chinook
male,730,1989,Chena,Chinook
male,740,1989,Chena,Chinook
male,750,1989,Chena,Chinook
male,760,1989,Chena,Chinook
male,770,1989,Chena,Chinook
male,800,1989,Chena,Chinook
male,810,1989,Chena,Chinook
male,820,1989,Chena,Chinook
male,840,1989,Chena,Chinook
male,880,1989,Chena,Chinook
male,890,1989,Chena,Chinook
male,910,1989,Chena,Chinook
male,930,1989,Chena,Chinook
male,940,1989,Chena,Chinook
male,945,1989,Chena,Chinook
male,990,1989,Chena,Chinook
female,770,1989,Chena,Chinook
female,790,1989,Chena,Chinook
female,820,1989,Chena,Chinook
female,840,1989,Chena,Chinook
female,860,1989,Chena,Chinook
female,870,1989,Chena,Chinook
female,880,1989,Chena,Chinook
female,890,1989,Chena,Chinook
female,900,1989,Chena,Chinook
female,910,1989,Chena,Chinook
female,920,1989,Chena,Chinook
female,930,1989,Chena,Chinook
female,940,1989,Chena,Chinook
female,950,1989,Chena,Chinook
female,980,1989,Chena,Chinook
female,990,1989,Chena,Chinook
male,470,1989,Chena,Chinook
male,490,1989,Chena,Chinook
male,550,1989,Chena,Chinook
male,580,1989,Chena,Chinook
male,590,1989,Chena,Chinook
male,670,1989,Chena,Chinook
male,680,1989,Chena,Chinook
male,720,1989,Chena,Chinook
male,730,1989,Chena,Chinook
male,740,1989,Chena,Chinook
male,770,1989,Chena,Chinook
male,790,1989,Chena,Chinook
male,800,1989,Chena,Chinook
male,830,1989,Chena,Chinook
male,840,1989,Chena,Chinook
male,860,1989,Chena,Chinook
male,880,1989,Chena,Chinook
male,930,1989,Chena,Chinook
male,970,1989,Chena,Chinook
female,690,1989,Chena,Chinook
female,720,1989,Chena,Chinook
female,740,1989,Chena,Chinook
female,750,1989,Chena,Chinook
female,760,1989,Chena,Chinook
female,780,1989,Chena,Chinook
female,850,1989,Chena,Chinook
female,860,1989,Chena,Chinook
female,870,1989,Chena,Chinook
female,880,1989,Chena,Chinook
female,890,1989,Chena,Chinook
female,900,1989,Chena,Chinook
female,920,1989,Chena,Chinook
female,930,1989,Chena,Chinook
female,980,1989,Chena,Chinook
male,620,1989,Chena,Chinook
male,715,1989,Chena,Chinook
male,720,1989,Chena,Chinook
male,740,1989,Chena,Chinook
male,750,1989,Chena,Chinook
male,770,1989,Chena,Chinook
male,780,1989,Chena,Chinook
male,800,1989,Chena,Chinook
male,860,1989,Chena,Chinook
male,890,1989,Chena,Chinook
male,960,1989,Chena,Chinook
female,770,1989,Chena,Chinook
female,780,1989,Chena,Chinook
female,820,1989,Chena,Chinook
female,840,1989,Chena,Chinook
female,860,1989,Chena,Chinook
female,890,1989,Chena,Chinook
female,900,1989,Chena,Chinook
female,910,1989,Chena,Chinook
female,920,1989,Chena,Chinook
female,930,1989,Chena,Chinook
female,950,1989,Chena,Chinook
female,970,1989,Chena,Chinook
male,590,1989,Chena,Chinook
male,660,1989,Chena,Chinook
male,670,1989,Chena,Chinook
male,680,1989,Chena,Chinook
male,690,1989,Chena,Chinook
male,700,1989,Chena,Chinook
male,740,1989,Chena,Chinook
male,760,1989,Chena,Chinook
male,790,1989,Chena,Chinook
male,810,1989,Chena,Chinook
male,830,1989,Chena,Chinook
male,840,1989,Chena,Chinook
male,860,1989,Chena,Chinook
male,875,1989,Chena,Chinook
male,900,1989,Chena,Chinook
male,910,1989,Chena,Chinook
male,960,1989,Chena,Chinook
female,710,1989,Chena,Chinook
female,780,1989,Chena,Chinook
female,810,1989,Chena,Chinook
female,840,1989,Chena,Chinook
female,860,1989,Chena,Chinook
female,870,1989,Chena,Chinook
female,880,1989,Chena,Chinook
female,890,1989,Chena,Chinook
female,910,1989,Chena,Chinook
female,920,1989,Chena,Chinook
female,930,1989,Chena,Chinook
female,950,1989,Chena,Chinook
female,960,1989,Chena,Chinook
male,570,1989,Chena,Chinook
male,580,1989,Chena,Chinook
male,590,1989,Chena,Chinook
male,610,1989,Chena,Chinook
male,690,1989,Chena,Chinook
male,700,1989,Chena,Chinook
male,760,1989,Chena,Chinook
male,780,1989,Chena,Chinook
male,790,1989,Chena,Chinook
male,820,1989,Chena,Chinook
male,880,1989,Chena,Chinook
male,890,1989,Chena,Chinook
male,910,1989,Chena,Chinook
male,940,1989,Chena,Chinook
male,950,1989,Chena,Chinook
male,980,1989,Chena,Chinook
male,1070,1989,Chena,Chinook
female,760,1989,Chena,Chinook
female,940,1989,Chena,Chinook
male,850,1989,Chena,Chinook
female,900,1989,Chena,Chinook
male,900,1989,Chena,Chinook
male,810,1989,Chena,Chinook
female,860,1989,Chena,Chinook
female,920,1989,Chena,Chinook
female,870,1989,Chena,Chinook
male,780,1989,Chena,Chinook
female,730,1989,Chena,Chinook
female,810,1989,Chena,Chinook
female,780,1989,Chena,Chinook
male,420,1989,Chena,Chinook
male,690,1989,Chena,Chinook
female,660,1989,Chena,Chinook
female,900,1989,Chena,Chinook
female,900,1989,Chena,Chinook
female,890,1989,Chena,Chinook
female,820,1989,Chena,Chinook
male,480,1989,Chena,Chinook
female,880,1989,Chena,Chinook
female,900,1989,Chena,Chinook
female,880,1989,Chena,Chinook
female,930,1989,Chena,Chinook
male,710,1989,Chena,Chinook
female,830,1989,Chena,Chinook
female,910,1989,Chena,Chinook
male,780,1989,Chena,Chinook
male,760,1989,Chena,Chinook
male,740,1989,Chena,Chinook
female,920,1989,Chena,Chinook
female,800,1989,Chena,Chinook
female,750,1989,Chena,Chinook
female,730,1989,Chena,Chinook
female,910,1989,Chena,Chinook
female,830,1989,Chena,Chinook
female,800,1989,Chena,Chinook
female,1100,1989,Chena,Chinook
male,940,1989,Chena,Chinook
female,690,1989,Chena,Chinook
male,500,1989,Chena,Chinook
male,670,1989,Chena,Chinook
female,960,1989,Chena,Chinook
female,790,1989,Chena,Chinook
female,950,1989,Chena,Chinook
male,570,1989,Chena,Chinook
female,950,1989,Chena,Chinook
female,960,1989,Chena,Chinook
male,790,1989,Chena,Chinook
female,790,1989,Chena,Chinook
male,900,1989,Chena,Chinook
male,940,1989,Chena,Chinook
female,710,1989,Chena,Chinook
female,850,1989,Chena,Chinook
male,700,1989,Chena,Chinook
female,830,1989,Chena,Chinook
female,870,1989,Chena,Chinook
female,820,1989,Chena,Chinook
male,720,1989,Chena,Chinook
male,940,1989,Chena,Chinook
female,780,1989,Chena,Chinook
female,820,1989,Chena,Chinook
female,830,1989,Chena,Chinook
female,790,1989,Chena,Chinook
male,870,1989,Chena,Chinook
female,930,1989,Chena,Chinook
female,820,1989,Chena,Chinook
male,730,1989,Chena,Chinook
male,900,1989,Chena,Chinook
female,940,1989,Chena,Chinook
female,960,1989,Chena,Chinook
male,720,1989,Chena,Chinook
male,720,1989,Chena,Chinook
male,810,1989,Chena,Chinook
male,690,1989,Chena,Chinook
female,800,1989,Chena,Chinook
male,740,1989,Chena,Chinook
male,710,1989,Chena,Chinook
female,890,1989,Chena,Chinook
female,950,1989,Chena,Chinook
female,980,1989,Chena,Chinook
female,940,1989,Chena,Chinook
male,850,1989,Chena,Chinook
female,900,1989,Chena,Chinook
female,810,1989,Chena,Chinook
female,960,1989,Chena,Chinook
male,540,1989,Chena,Chinook
female,810,1989,Chena,Chinook
female,920,1989,Chena,Chinook
female,870,1989,Chena,Chinook
female,880,1989,Chena,Chinook
male,750,1989,Chena,Chinook
female,770,1989,Chena,Chinook
male,920,1989,Chena,Chinook
female,910,1989,Chena,Chinook
female,780,1989,Chena,Chinook
female,950,1989,Chena,Chinook
female,900,1989,Chena,Chinook
female,770,1989,Chena,Chinook
male,680,1989,Chena,Chinook
male,550,1989,Chena,Chinook
female,800,1989,Chena,Chinook
male,770,1989,Chena,Chinook
male,740,1989,Chena,Chinook
female,710,1989,Chena,Chinook
female,810,1989,Chena,Chinook
female,980,1989,Chena,Chinook
male,840,1989,Chena,Chinook
female,930,1989,Chena,Chinook
female,770,1989,Chena,Chinook
female,970,1989,Chena,Chinook
male,540,1989,Chena,Chinook
female,900,1989,Chena,Chinook
female,670,1989,Chena,Chinook
male,680,1989,Chena,Chinook
female,890,1989,Chena,Chinook
female,880,1989,Chena,Chinook
male,770,1989,Chena,Chinook
female,880,1989,Chena,Chinook
female,710,1989,Chena,Chinook
female,870,1989,Chena,Chinook
male,970,1989,Chena,Chinook
female,780,1989,Chena,Chinook
female,740,1989,Chena,Chinook
female,700,1989,Chena,Chinook
female,770,1989,Chena,Chinook
male,1000,1989,Chena,Chinook
male,810,1989,Chena,Chinook
female,740,1989,Chena,Chinook
female,700,1989,Chena,Chinook
male,920,1989,Chena,Chinook
male,750,1989,Chena,Chinook
female,820,1989,Chena,Chinook
female,960,1989,Chena,Chinook
female,930,1989,Chena,Chinook
female,930,1989,Chena,Chinook
male,460,1989,Chena,Chinook
female,860,1989,Chena,Chinook
female,850,1989,Chena,Chinook
female,890,1989,Chena,Chinook
female,890,1989,Chena,Chinook
female,760,1989,Chena,Chinook
female,980,1989,Chena,Chinook
female,890,1989,Chena,Chinook
female,970,1989,Chena,Chinook
male,840,1989,Chena,Chinook
female,960,1989,Chena,Chinook
female,780,1989,Chena,Chinook
female,830,1989,Chena,Chinook
female,800,1989,Chena,Chinook
female,920,1989,Chena,Chinook
female,810,1989,Chena,Chinook
male,870,1989,Chena,Chinook
female,970,1989,Chena,Chinook
male,960,1989,Chena,Chinook
female,730,1989,Chena,Chinook
male,770,1989,Chena,Chinook
female,840,1989,Chena,Chinook
female,810,1989,Chena,Chinook
female,950,1989,Chena,Chinook
female,950,1989,Chena,Chinook
male,760,1989,Chena,Chinook
female,760,1989,Chena,Chinook
female,820,1989,Chena,Chinook
female,970,1989,Chena,Chinook
female,840,1989,Chena,Chinook
female,890,1989,Chena,Chinook
female,970,1989,Chena,Chinook
male,750,1989,Chena,Chinook
male,780,1989,Chena,Chinook
female,860,1989,Chena,Chinook
female,960,1989,Chena,Chinook
female,730,1989,Chena,Chinook
female,840,1989,Chena,Chinook
female,710,1989,Chena,Chinook
female,850,1989,Chena,Chinook
male,980,1989,Chena,Chinook
male,610,1989,Chena,Chinook
female,920,1989,Chena,Chinook
male,720,1989,Chena,Chinook
male,870,1989,Chena,Chinook
female,850,1989,Chena,Chinook
female,820,1989,Chena,Chinook
male,800,1989,Chena,Chinook
female,920,1989,Chena,Chinook
female,820,1989,Chena,Chinook
female,880,1989,Chena,Chinook
male,540,1989,Chena,Chinook
female,1100,1989,Chena,Chinook
female,880,1989,Chena,Chinook
male,700,1989,Chena,Chinook
female,900,1989,Chena,Chinook
female,920,1989,Chena,Chinook
male,1020,1989,Chena,Chinook
female,980,1989,Chena,Chinook
female,830,1989,Chena,Chinook
female,900,1989,Chena,Chinook
female,890,1989,Chena,Chinook
female,880,1989,Chena,Chinook
female,840,1989,Chena,Chinook
male,960,1989,Chena,Chinook
male,980,1989,Chena,Chinook
female,740,1989,Chena,Chinook
female,890,1989,Chena,Chinook
